digrp_pavadinimas,data2,dinst_id4,apskritis1,savivaldybe,data1,dinst_id5
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2010-09-01,26
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2010-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2011-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2011-09-01,33
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2011-09-01,19
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2011-09-01,4
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2011-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2012-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2012-09-01,29
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2012-09-01,21
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2012-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2012-09-01,3
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2012-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2012-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2013-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2013-09-01,29
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2013-09-01,24
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2013-09-01,4
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2013-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2013-09-01,3
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2013-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2013-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2014-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2014-09-01,27
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2014-09-01,26
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2014-09-01,4
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2014-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2014-09-01,3
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2014-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2014-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2015-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2015-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2015-09-01,25
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2015-09-01,5
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2015-09-01,2
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2015-09-01,3
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2015-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2015-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2016-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2016-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2016-09-01,26
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2016-09-01,18
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2016-09-01,4
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2016-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2016-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2016-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kauno r. sav.,2017-09-01,2
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2017-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2017-09-01,26
Kitas švietimo teikėjas,,,Kauno apskr.,Kauno r. sav.,2017-09-01,18
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kauno r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kauno r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kauno r. sav.,2017-09-01,4
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kauno r. sav.,2017-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kauno r. sav.,2017-09-01,2
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kauno r. sav.,2017-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,56
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2003-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,58
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2004-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,37
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,11
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2005-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,33
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,10
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2006-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,31
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2007-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,31
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2008-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,31
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2009-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2010-09-01,2
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,28
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,9
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2011-09-01,2
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,25
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,8
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2012-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,7
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,3
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2013-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,7
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,3
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2014-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,7
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,7
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2015-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,7
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,22
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2016-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,7
Kitas švietimo teikėjas,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,22
Kompetencijų vertinimo institucija,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,1
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,1
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,5
Profesinio mokymo įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Kėdainių r. sav.,2017-09-01,1
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2003-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2003-09-01,14
Profesinio mokymo įstaiga,,,Kauno apskr.,Prienų r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Prienų r. sav.,2003-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2004-09-01,30
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2004-09-01,12
Profesinio mokymo įstaiga,,,Kauno apskr.,Prienų r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Prienų r. sav.,2004-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2005-09-01,20
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2005-09-01,7
Profesinio mokymo įstaiga,,,Kauno apskr.,Prienų r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Prienų r. sav.,2005-09-01,-
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2006-09-01,19
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Prienų r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2006-09-01,6
Profesinio mokymo įstaiga,,,Kauno apskr.,Prienų r. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Prienų r. sav.,2006-09-01,2
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2007-09-01,19
Ikimokyklinio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Kauno apskr.,Prienų r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Kauno apskr.,Prienų r. sav.,2007-09-01,6
Profesinio mokymo įstaiga,,,Kauno apskr.,Prienų r. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Kauno apskr.,Prienų r. sav.,2007-09-01,2
Aukštoji mokykla,,,Kauno apskr.,Prienų r. sav.,2008-09-01,-
